iter	Logloss
177	0.06389835078
178	0.06318502767
179	0.06303337104
180	0.06264402853
181	0.06247375323
182	0.06204823946
183	0.06167372089
184	0.06086708064
185	0.06010456613
186	0.05980810149
187	0.05967715167
188	0.05920958527
189	0.05854082165
190	0.05801941019
191	0.05755127311
192	0.05705874999
193	0.05677814606
194	0.0566901529
195	0.05644483368
196	0.05633541341
197	0.05585898477
198	0.05575351096
199	0.05494838678
200	0.05444854091
201	0.05396304197
202	0.05349429443
203	0.05290184559
204	0.05246743153
205	0.05237496815
206	0.05153064974
207	0.05133501742
208	0.05078368742
209	0.05037605201
210	0.05005877815
211	0.04986171086
212	0.04917965908
213	0.04900689455
214	0.0485056624
215	0.04829751602
216	0.04767052756
217	0.04722504713
218	0.046710387
219	0.046580449
220	0.04616670277
221	0.04569019471
222	0.04525641908
223	0.04486095046
224	0.04452303715
225	0.04427211125
226	0.04385846927
227	0.04340834852
228	0.04318858369
229	0.04305438341
230	0.04298668313
231	0.04264797939
232	0.04240675605
233	0.04227199142
234	0.04220221975
235	0.04212920624
236	0.04204276395
237	0.04194150222
238	0.04189974839
239	0.04165002251
240	0.04156052478
241	0.04123206266
242	0.04100362649
243	0.04071706649
244	0.04028928252
245	0.03977044255
246	0.03957581157
247	0.03930322675
248	0.03906373314
249	0.03881135503
250	0.03860166614
251	0.0383633369
252	0.03827024926
253	0.03787498682
254	0.03758410675
255	0.0373110114
256	0.03709874767
257	0.03676834492
258	0.03645139962
259	0.03629697452
260	0.03622921642
261	0.03599564688
262	0.03594559548
263	0.03577365316
264	0.03543333341
265	0.03520351507
266	0.03500886875
267	0.03480610424
268	0.03448544378
269	0.03409735853
270	0.03377592906
271	0.03348947542
272	0.03322971787
273	0.03298880258
274	0.03284665295
275	0.03269851505
276	0.03257597101
277	0.03247739927
278	0.03237049284
279	0.03227516701
280	0.032201671
281	0.03214461217
282	0.03211113246
283	0.03197986437
284	0.0318713862
285	0.03184702818
286	0.0316174203
287	0.03158621382
288	0.03156367626
289	0.03138465211
290	0.03121794617
291	0.03102240956
292	0.03086769925
293	0.03080049396
294	0.03065700754
295	0.03041931959
296	0.03016373554
297	0.03000472092
298	0.02988117796
299	0.02982654937
300	0.02966627965
301	0.0294571159
302	0.02932678176
303	0.02917402986
304	0.02892904063
305	0.02881717614
306	0.02867587306
307	0.02856097928
308	0.02842298478
309	0.02836590924
310	0.02833993433
311	0.02831491774
312	0.02827725331
313	0.02816977214
314	0.02798864102
315	0.02788869319
316	0.02762799515
317	0.02749335207
318	0.02733808794
319	0.02717379154
320	0.02702744341
321	0.02691223764
322	0.02673755243
323	0.02662038474
324	0.0265964476
325	0.0263827952
326	0.02621136089
327	0.02603536782
328	0.02589410144
329	0.02579696238
330	0.02565339539
331	0.02555277851
332	0.02542240899
333	0.02529781262
334	0.0252078348
335	0.02508524269
336	0.0248727707
337	0.0247830716
338	0.0246420521
339	0.02455146495
340	0.02449088324
341	0.02431036903
342	0.02424557172
343	0.02407590184
344	0.02396419316
345	0.02391112543
346	0.02382253524
347	0.02374515843
348	0.0235789208
349	0.02355677213
350	0.02350127871
351	0.02348354482
352	0.02326402333
353	0.02313274547
354	0.02306188078
355	0.02285041304
356	0.02276086245
357	0.02263783138
358	0.02261961807
359	0.02260097267
360	0.02258484087
361	0.02256896557
362	0.02250129655
363	0.02246424646
364	0.02231895317
365	0.02220071643
366	0.02217048104
367	0.02215329444
368	0.02199470521
369	0.02189985069
370	0.02178646366
371	0.02168018803
372	0.02154940505
373	0.02153296188
374	0.02151357212
375	0.02138163703
376	0.02136660871
377	0.02124468724
378	0.02117290132
379	0.02115566198
380	0.02103973802
381	0.02091456945
382	0.02089912914
383	0.02088371002
384	0.02072846308
385	0.02063665249
386	0.02052226814
387	0.02044920564
388	0.02042075709
389	0.02040640747
390	0.02031843522
391	0.02023353811
392	0.02006291327
393	0.01997804461
394	0.01985187843
395	0.01974773951
396	0.01966374873
397	0.01956386238
398	0.01954605863
399	0.01945595759
